time/time_elapsed,time/fps,time/total_timesteps,time/iterations,train/clip_fraction,train/clip_range,train/learning_rate,train/value_loss,train/n_updates,rollout/ep_rew_mean,train/entropy_loss,rollout/ep_len_mean,train/policy_gradient_loss,train/explained_variance,train/std,train/loss,train/approx_kl
2061,60,125440,245,0.2853515625,0.2,0.0002,5.526112341880799,2440,45.74285463000001,-3.7706210196018217,1000.0,0.00396793291438371,0.5454398989677429,0.8597862720489502,1.3704782724380493,0.020425087
2069,60,125952,246,0.3212890625,0.2,0.0002,6.760247552394867,2450,45.74285463000001,-3.769975167512894,1000.0,0.0018877671798691153,0.5876350998878479,0.8598200678825378,1.7097556591033936,0.027588101
2077,60,126464,247,0.2294921875,0.2,0.0002,0.3495477091521025,2460,46.77749431000001,-3.7705822825431823,1000.0,-0.014740412961691618,0.9282219409942627,0.8603103160858154,0.020196598023176193,0.021348337
2085,60,126976,248,0.239453125,0.2,0.0002,3.5207580745220186,2470,46.77749431000001,-3.770896339416504,1000.0,-0.010571546049322932,0.8969276696443558,0.8596650958061218,0.7222277522087097,0.015982727
2094,60,127488,249,0.1177734375,0.2,0.0002,0.07834085405338556,2480,47.483319830000006,-3.7667212963104246,1000.0,-0.008578884718008339,0.8539616018533707,0.8568241000175476,0.029447276145219803,0.013959084
2102,60,128000,250,0.1759765625,0.2,0.0002,2.3554502218961715,2490,48.328121460000006,-3.7575652480125425,1000.0,-0.00689529397059232,0.9530114755034447,0.8554443120956421,0.5992791652679443,0.014146151
2110,60,128512,251,0.134765625,0.2,0.0002,0.07642332487739623,2500,48.328121460000006,-3.7543283343315124,1000.0,-0.00327468691393733,0.705185055732727,0.8548194766044617,-4.995614290237427e-06,0.0038095317
2118,60,129024,252,0.2443359375,0.2,0.0002,9.265465533733368,2510,50.39384449,-3.7526009321212768,1000.0,-0.003165170457214117,0.8015984445810318,0.8546819686889648,2.599825382232666,0.015134666
2126,60,129536,253,0.1681640625,0.2,0.0002,0.0599453516304493,2520,50.39384449,-3.7529297173023224,1000.0,-0.02232927191071212,0.9945299732498825,0.854831874370575,-0.027781186625361443,0.016918615
2134,60,130048,254,0.2513671875,0.2,0.0002,12.419829213619233,2530,55.390542239999995,-3.752670484781265,1000.0,0.015492551471106708,0.6588199734687805,0.8545470237731934,2.945747137069702,0.02586978
2142,60,130560,255,0.3220703125,0.2,0.0002,15.604018199443818,2540,55.390542239999995,-3.7512062072753904,1000.0,0.01894328757189214,0.8731458485126495,0.8542951941490173,1.8646148443222046,0.029551806
2150,60,131072,256,0.221875,0.2,0.0002,14.612054777145385,2550,58.44501157,-3.750687426328659,1000.0,0.0006818186026066542,0.6142816245555878,0.8543471097946167,3.4941678047180176,0.030917795
2158,60,131584,257,0.1341796875,0.2,0.0002,0.31304927449673414,2560,58.44501157,-3.7500846445560456,1000.0,-0.019076852989383043,0.9921312788501382,0.8538030385971069,-0.024502281099557877,0.015067915
2166,60,132096,258,0.3841796875,0.2,0.0002,11.958489954471588,2570,61.68394061,-3.747286134958267,1000.0,0.010033510555513204,0.6540371775627136,0.8534537553787231,3.7935471534729004,0.024639841
2174,60,132608,259,0.2251953125,0.2,0.0002,6.03825803399086,2580,61.68394061,-3.746857625246048,1000.0,-0.013433585967868566,0.9539164565503597,0.853425145149231,0.9883192181587219,0.04275453
2182,60,133120,260,0.4630859375,0.2,0.0002,10.889494359493256,2590,63.95872018,-3.746423077583313,1000.0,0.03898402841296047,0.8168813288211823,0.853291392326355,2.3689544200897217,0.041341845
2190,61,133632,261,0.241015625,0.2,0.0002,1.3493084914982318,2600,63.95872018,-3.7463345348834993,1000.0,-0.00954620064003393,0.9753230810165405,0.8533393740653992,0.1668730080127716,0.032339964
2198,61,134144,262,0.3466796875,0.2,0.0002,12.709974277019501,2610,66.80162466,-3.746985614299774,1000.0,0.009332203632220626,0.8202120810747147,0.8533827066421509,6.104084014892578,0.04087002
2206,61,134656,263,0.18125,0.2,0.0002,1.1633671510964632,2620,66.80162466,-3.746437096595764,1000.0,-0.006794077809900045,0.9843822866678238,0.8525670766830444,0.21854066848754883,0.018715262
2214,61,135168,264,0.35234375,0.2,0.0002,8.122541868686676,2630,69.79240453,-3.7437775135040283,1000.0,0.007444134494289756,0.7210007011890411,0.8523463606834412,2.306023597717285,0.06782151
2222,61,135680,265,0.221875,0.2,0.0002,4.121515576541424,2640,69.79240453,-3.7446498215198516,1000.0,-0.016328377136960625,0.96442536637187,0.8527035713195801,0.6878846287727356,0.028453106
2230,61,136192,266,0.3283203125,0.2,0.0002,13.019959956407547,2650,74.44297071999999,-3.745583987236023,1000.0,0.002000136813148856,0.8932168185710907,0.8526129722595215,1.8065277338027954,0.037238598
2239,61,136704,267,0.32578125,0.2,0.0002,7.662410467863083,2660,74.44297071999999,-3.744564491510391,1000.0,-0.0047161415684968235,0.8450503945350647,0.8523095846176147,0.9656525254249573,0.045470662
2247,61,137216,268,0.211328125,0.2,0.0002,12.633847862482071,2670,76.90018656,-3.7431913375854493,1000.0,0.003096021059900522,0.9409239925444126,0.8517500162124634,2.3669686317443848,0.022250436
2254,61,137728,269,0.194140625,0.2,0.0002,3.5835339605808256,2680,76.90018656,-3.741009360551834,1000.0,-0.005617097509093583,0.9845347730442882,0.8511869311332703,0.6434719562530518,0.022466835
2262,61,138240,270,0.3865234375,0.2,0.0002,24.560800647735597,2690,79.63034529000001,-3.739420121908188,1000.0,0.012646117806434631,0.9403162449598312,0.8509817123413086,6.770267486572266,0.051432405
2270,61,138752,271,0.1923828125,0.2,0.0002,5.048309071362018,2700,79.63034529000001,-3.738733047246933,1000.0,0.002180147485341877,0.9705219212919474,0.850560188293457,0.42242664098739624,0.021219978
2278,61,139264,272,0.3826171875,0.2,0.0002,32.51619307994842,2710,84.83126678999999,-3.7372934997081755,1000.0,0.0326148925581947,0.46764522790908813,0.850326657295227,8.203643798828125,0.050732583
2286,61,139776,273,0.418359375,0.2,0.0002,4.868581403791905,2720,84.83126678999999,-3.7370870292186735,1000.0,-0.0024979788810014724,0.9590504020452499,0.8503943681716919,0.41900572180747986,0.032579444
2294,61,140288,274,0.2275390625,0.2,0.0002,0.4145605576224625,2730,85.39721485999999,-3.7375250160694122,1000.0,0.0004626911599189043,-0.22101187705993652,0.8506693243980408,0.036646708846092224,0.014683957
2302,61,140800,275,0.2232421875,0.2,0.0002,5.04700266122818,2740,85.39721485999999,-3.7380947172641754,1000.0,-0.008797550713643432,0.9803036972880363,0.8507816195487976,1.3437244892120361,0.022626378
2310,61,141312,276,0.3814453125,0.2,0.0002,18.983547502756117,2750,88.60238815999999,-3.738178586959839,1000.0,0.028443840018007906,0.8697570413351059,0.8510028719902039,1.7487062215805054,0.05934026
2318,61,141824,277,0.2921875,0.2,0.0002,6.715795516967773,2760,88.60238815999999,-3.7389296114444734,1000.0,-0.009257985395379364,0.9776317290961742,0.8509339690208435,2.0761940479278564,0.028133197
2326,61,142336,278,0.41953125,0.2,0.0002,22.567010617256166,2770,93.73805481,-3.7383008539676665,1000.0,0.0158188023022376,0.6847413778305054,0.8508762121200562,5.068713188171387,0.053223968
2335,61,142848,279,0.1921875,0.2,0.0002,18.032055258750916,2780,93.73805481,-3.7383524417877196,1000.0,-0.009761485131457448,0.8325566798448563,0.8508214354515076,5.457113742828369,0.011837993
2343,61,143360,280,0.259765625,0.2,0.0002,25.267126607894898,2790,100.77733011999999,-3.738063853979111,1000.0,0.003978651645593345,0.6325441598892212,0.8507720828056335,7.265341758728027,0.042981
2351,61,143872,281,0.32421875,0.2,0.0002,17.402062046527863,2800,100.77733011999999,-3.7375916063785555,1000.0,0.01101151411421597,0.9148995876312256,0.8504818677902222,2.1870739459991455,0.028416105
2359,61,144384,282,0.3107421875,0.2,0.0002,13.351267635822296,2810,106.03595080999999,-3.7367465138435363,1000.0,-0.00024640087503939866,0.6115982532501221,0.8504840731620789,3.0862233638763428,0.044912025
2367,61,144896,283,0.248828125,0.2,0.0002,15.122241234779358,2820,106.03595080999999,-3.73694127202034,1000.0,-0.002378763980232179,0.8134155571460724,0.850455641746521,3.047086715698242,0.024358196
2375,61,145408,284,0.1900390625,0.2,0.0002,16.14332492351532,2830,112.76225338,-3.736503630876541,1000.0,0.0052791135385632515,0.6585770547389984,0.8502612113952637,5.20900821685791,0.0144230835
2383,61,145920,285,0.2326171875,0.2,0.0002,12.029456675052643,2840,112.76225338,-3.735733151435852,1000.0,-0.0019646897329948843,0.552722305059433,0.8500518202781677,3.1156272888183594,0.052112192
2392,61,146432,286,0.2158203125,0.2,0.0002,5.980834701657296,2850,115.86202622,-3.7346931636333465,1000.0,-0.010578874801285564,0.9572398252785206,0.8497741222381592,0.5124344229698181,0.024430037
2400,61,146944,287,0.223046875,0.2,0.0002,3.5909703060984612,2860,115.86202622,-3.733906239271164,1000.0,-0.007110632280819118,0.9709986392408609,0.8496775031089783,0.6871567964553833,0.02285288
2408,61,147456,288,0.1556640625,0.2,0.0002,8.32841060757637,2870,117.96177679000002,-3.7336828291416166,1000.0,-0.008810497494414449,0.9426299147307873,0.8494433164596558,0.9586638808250427,0.02995405
2416,61,147968,289,0.2642578125,0.2,0.0002,15.040705579519273,2880,117.96177679000002,-3.732962453365326,1000.0,-0.0014136252691969275,0.8633285760879517,0.8490788340568542,2.4008147716522217,0.03838296
2424,61,148480,290,0.2583984375,0.2,0.0002,16.49515857696533,2890,123.50571607000002,-3.7313055217266085,1000.0,-0.011536337085999548,0.9481402300298214,0.8486948013305664,4.510305881500244,0.026125645
2431,61,148992,291,0.201171875,0.2,0.0002,17.3575266122818,2900,123.50571607000002,-3.7303245604038238,1000.0,-0.006060340721160173,0.9639139771461487,0.848552405834198,5.434122562408447,0.021425325
2440,61,149504,292,0.15625,0.2,0.0002,0.42815892295911906,2910,125.54305612000002,-3.7357883512973786,1000.0,-0.004189063748344779,0.37217020988464355,0.8535072207450867,0.05181419476866722,0.017754491
2448,61,150016,293,0.2048828125,0.2,0.0002,10.300692772865295,2920,131.13908067,-3.7524778127670286,1000.0,-0.0024099698290228843,0.7687297016382217,0.8550436496734619,3.315831422805786,0.018028533
2457,61,150528,294,0.19765625,0.2,0.0002,9.230341583490372,2930,131.13908067,-3.752897012233734,1000.0,-0.0037366962991654874,0.7120869159698486,0.8547594547271729,1.6158627271652222,0.018914271
2467,61,151040,295,0.1748046875,0.2,0.0002,10.406825256347656,2940,132.59395332,-3.751458990573883,1000.0,-0.009219060954637825,0.937795240432024,0.8543557524681091,2.6060380935668945,0.008899975
2476,61,151552,296,0.1568359375,0.2,0.0002,2.560579764842987,2950,132.59395332,-3.7489513993263244,1000.0,-0.008610648568719625,0.8216781467199326,0.8530569076538086,0.30733850598335266,0.009630101
2484,61,152064,297,0.16171875,0.2,0.0002,5.080392149090767,2960,132.72517401,-3.7434783220291137,1000.0,-0.0052113254787400365,0.8586371541023254,0.8523241281509399,0.6164446473121643,0.012238419
2493,61,152576,298,0.1224609375,0.2,0.0002,3.04370122551918,2970,132.72517401,-3.742315876483917,1000.0,-0.011941589671187103,0.8250966519117355,0.8523167371749878,0.554499089717865,0.013436595
2502,61,153088,299,0.1310546875,0.2,0.0002,7.130353885889053,2980,131.75410953,-3.7429808378219604,1000.0,-0.0027130435220897196,0.580378383398056,0.8523526191711426,0.37893036007881165,0.0070981365
2511,61,153600,300,0.2361328125,0.2,0.0002,4.0429092079401014,2990,131.75410953,-3.7426753640174866,1000.0,-0.011545009375549854,0.40875935554504395,0.8531602621078491,0.7527657747268677,0.011436934
2519,61,154112,301,0.1822265625,0.2,0.0002,2.560902562737465,3000,132.02326067,-3.7448963701725004,1000.0,-0.008105344395153225,0.7739986032247543,0.8530162572860718,0.5854145288467407,0.014535155
2528,61,154624,302,0.1958984375,0.2,0.0002,2.6601247787475586,3010,132.02326067,-3.741269612312317,1000.0,-0.006232274346984923,0.44128769636154175,0.8517035841941833,0.9226687550544739,0.022918351
2536,61,155136,303,0.0921875,0.2,0.0002,2.5949746295809746,3020,132.22897191,-3.7366099298000335,1000.0,-0.004605205659754574,0.7423498332500458,0.85152268409729,0.44574248790740967,0.0063819536
2545,61,155648,304,0.0900390625,0.2,0.0002,1.0982752971351146,3030,132.22897191,-3.7358362793922426,1000.0,-0.01104982674587518,0.9584987573325634,0.8510546684265137,0.12148843705654144,0.009768838
2553,61,156160,305,0.1427734375,0.2,0.0002,2.78171591758728,3040,134.50015835,-3.730267143249512,1000.0,0.0046454885508865115,0.8321694582700729,0.8486739993095398,0.7326444387435913,0.0059535196
2561,61,156672,306,0.1431640625,0.2,0.0002,4.889877790212632,3050,134.50015835,-3.721974229812622,1000.0,-0.007932800275739282,0.6052542924880981,0.8465365767478943,0.9109302759170532,0.016808856
2570,61,157184,307,0.075,0.2,0.0002,2.76355242729187,3060,136.55162894,-3.7138976633548735,1000.0,-0.004905586678069085,0.9311187341809273,0.8451004028320312,0.9972513914108276,0.0053789173
2578,61,157696,308,0.1677734375,0.2,0.0002,2.9494590669870377,3070,136.55162894,-3.710132223367691,1000.0,-0.009911381057463586,0.6764886379241943,0.8446539640426636,0.5904949903488159,0.014207626
2586,61,158208,309,0.27734375,0.2,0.0002,4.125261533260345,3080,140.25355808,-3.7091942727565765,1000.0,-0.017441469873301686,0.3412764072418213,0.8451255559921265,1.5620180368423462,0.021798067
2594,61,158720,310,0.2455078125,0.2,0.0002,5.334828490018845,3090,140.25355808,-3.7100916266441346,1000.0,-0.007707037520594895,0.900604747235775,0.8451198935508728,1.4674358367919922,0.018380845
2602,61,159232,311,0.1970703125,0.2,0.0002,0.6887559335678816,3100,140.27820087999999,-3.7067591488361358,1000.0,-0.016075490228831767,0.4589809775352478,0.843754231929779,0.08269696682691574,0.015292094
2611,61,159744,312,0.165234375,0.2,0.0002,4.535803785920143,3110,140.27820087999999,-3.6994878172874452,1000.0,-0.004346874053589999,0.938171960413456,0.8423160314559937,0.7028703689575195,0.019100366
2619,61,160256,313,0.1978515625,0.2,0.0002,10.758342409133911,3120,143.1968332,-3.6958399534225466,1000.0,-0.0012367195449769497,0.6549490094184875,0.841736912727356,3.2891204357147217,0.01690327
2627,61,160768,314,0.155078125,0.2,0.0002,11.242857480049134,3130,143.1968332,-3.693781089782715,1000.0,0.0024952517822384836,0.8169966042041779,0.8414108753204346,0.8451263904571533,0.008790541
2635,61,161280,315,0.107421875,0.2,0.0002,6.460670445859432,3140,146.63265295999997,-3.6917305052280427,1000.0,0.005040369601920247,0.9481089152395725,0.8408980369567871,0.9249882102012634,0.0104198735
2643,61,161792,316,0.1576171875,0.2,0.0002,4.36227770447731,3150,146.63265295999997,-3.690202051401138,1000.0,-0.006941360817290842,0.9359731003642082,0.8403781652450562,0.1848689317703247,0.012658147
2651,61,162304,317,0.1994140625,0.2,0.0002,0.7991556137800216,3160,146.83952940999998,-3.68923259973526,1000.0,-0.009195854340214282,0.8068884313106537,0.8408185839653015,0.12538975477218628,0.019738277
2659,61,162816,318,0.1923828125,0.2,0.0002,19.755371379852296,3170,146.83952940999998,-3.689917427301407,1000.0,-0.006136147608049214,0.8668526262044907,0.8406281471252441,2.6376256942749023,0.0282198
2668,61,163328,319,0.0984375,0.2,0.0002,0.8605809066444635,3180,148.70136814,-3.6881626784801482,1000.0,-0.015747526823543013,0.9739508349448442,0.8397806882858276,0.04778390750288963,0.012872236
2675,61,163840,320,0.4658203125,0.2,0.0002,11.166066187620164,3190,148.70136814,-3.686374080181122,1000.0,0.0546262877760455,0.9300675988197327,0.8397114276885986,1.7751129865646362,0.035064127
2683,61,164352,321,0.2693359375,0.2,0.0002,24.302591216564178,3200,153.08094014,-3.6866491436958313,1000.0,0.007937806518748402,0.8470308631658554,0.8395599126815796,3.5899977684020996,0.022194449
2691,61,164864,322,0.3640625,0.2,0.0002,42.609739542007446,3210,153.08094014,-3.6863362312316896,1000.0,0.020308337896130978,0.38987600803375244,0.8396591544151306,6.166253566741943,0.07007436
2699,61,165376,323,0.1361328125,0.2,0.0002,5.007222998142242,3220,156.2839031,-3.686534744501114,1000.0,-0.0008712547598406673,0.873341515660286,0.83961021900177,0.39132192730903625,0.016280696
2707,61,165888,324,0.2900390625,0.2,0.0002,14.924661022424697,3230,156.2839031,-3.686150908470154,1000.0,0.02173252241918817,0.914077453315258,0.839531421661377,2.175199270248413,0.027431952
